Oven1_NMHC,Oven1_NOx,LV1211 S01 PK113_BB40,LV1211 S01 PK110_BN20-2,LV1211 S01 PK110_BN20-1,LV1211 S01 PR114_BV25,LV1211 S02 PR210_BN20,LV1211 S01 PN613_BV25,LV1211 S02 PR310_BN20,LV1211 S02 PR313_BB40-1,LV1211 S01 PN111_BV25,LV1211 S01 PN111_BL50,LV1211 S01 PN212_BV25,LV1211 S01 PN213_BV25,LV1211 S04 VZ503_M1_F,LV1211 S04 VZ503_M1_C,LV1211 S04 VA515_M1_F,LV1211 S04 VA515_M1_C,LV1211 S04 VZ502_M1_F,LV1211 S04 VZ502_M1_C,LV1211 S03 MW300_BV25-1,LA1251 summary AmereMin charge,LV1281 S04 WR706 BV25-1,LV1281 S04 WR706 M1,LV1281 S04 WA506 BB40-1,LV1281 S04 WA506 BU88,LV1281 S04 WA506 BB40-2,LV1281 S04 WA506 BB40-4,LV1281 S04 WA506 BB40-5,LV1281 S03 VA306 M1,LV1281 S09 WU321 M1,LV1281 S09 WU321 BB40,LV1281 S09 WU321 M2,LV1281 S08 WU312 M1,LV1281 S08 WU312 BB40,LV1281 S08 WU312 M2,LV1281 S07 WU311 M1,LV1281 S07 WU311 BB40,LV1281 S07 WU311 M2,LV1281 S06 WU302 M1,LV1281 S06 WU302 BB40,LV1281  S06 WU302 M2,LV1281 S05 WU301 M1,LV1281 S05 WU301 BB40,LV1281 S05 WU301 M2,LV1281 S05 WU301 BB40-1,LV1281 S01 TS100 M1_O,LV1281 S01 TS100 M1_C,LV1281 S02 TK161 M3_O,LV1281 S02 TK161 M3_C,LV1281 VZ366 M1,LV1281 TK161 M1,LV1281 TK161 M2,LV1281 VA307 M1,LV1281 VF330 M1,LV1281 AS361 M1,LV1281 VA307 M3,LV1281 VZ366 BB40,LV1281 VA307 BB42,LV1281 WK363 BB40-1,LV1281 WK363 BB40-2,LV1281 WK363 BV25,LV1281 WK363 M2,LV1281 S01 Energy consumption,LV1281 S02 Energy consumption,LV1281 S03 Energy consumption,LV1281 Emergency Cooling Request,LV1281 Emergency Cooling Finished,LV1281 Production ON,LV1281 Production Release,LF1921 S01 TF270 Actual curent MoviFit,LF1921 S01 TF270 Number of unit,LF1921 S01 TF270 Transport forward,LF1921 S01 TF270 Forward,LF1921 S01 TF270 Home position,LF1921 RB260 Occupied,LF1921 RB260 Transport Forward,LF1921 RB260 Forward,LF1921 RB280 Occupied,LF1921 RB280 Transport Forward,LF1921 RB280 Forward,LF1921 RB290 Occupied,LF1921 RB290 Transport Forward,LF1921 RB290 Forward,LF1921 RB300 Occupied,LF1921 RB300 Transport Forward,LF1921 RB300 Forward,LF1921 RB310 Occupied,LF1921 RB310 Transport Forward,LF1921 RB310 Forward
0,1.246,27.616,98.194,96.283,0.029,98.192,0.009,96.412,39.144,61.146,671.296,161.422,161.024,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,230,0,130.99,254.991,168.967,52.477,54.056,156.771,0,57.352,157.552,0,113.043,114.974,0,24.847,88.411,0,76.329,81.814,0,203.819,1,0,1,0,49.917,31.715,35.806,26.772,6.746,9.94,100,23.394,31.814,10.8,21.6,0.022,0,619849,202191,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.483,27.616,98.088,96.316,0.029,98.134,0.009,96.412,39.097,61.198,672.743,161.314,160.88,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,228,0,130.99,252.995,167.969,52.731,53.829,156.51,0,57.044,156.988,0,112.777,114.54,0,24.771,88.064,0,77.017,81.597,0,202.604,1,0,1,0,49.68,32.909,36.902,26.604,6.806,9.94,100,23.365,31.988,10.8,21.6,0.022,0,619852,202192,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.616,98.154,96.041,0.029,98.423,0.013,96.412,39.074,61.208,672.743,161.495,160.916,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,226,0,130.99,250.998,166.97,52.844,53.92,156.25,0,57.426,156.554,0,114.384,114.193,0,24.935,87.76,0,76.643,81.424,0,201.389,1,0,1,0,49.886,31.504,35.538,26.622,6.878,9.94,100,23.351,31.814,10.8,21.6,0.022,0,619856,202192,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,27.593,98.189,96.05,0.029,98.524,0.009,96.412,39.074,61.115,672.743,161.06,160.988,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,223,0,129.991,248.958,165.972,52.604,54.165,155.946,0,57.639,156.207,0,114.638,113.715,0,24.887,87.5,0,76.413,81.25,0,200.347,1,0,1,0,49.498,32.245,36.212,26.566,6.715,9.94,100,23.322,31.771,10.8,21.5,0.022,0,619859,202193,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,27.593,98.154,96.233,0.029,98.611,0.009,96.412,39.051,61.062,672.743,161.277,160.88,0,0.003,0,0.017,0,0.015,0.347,28.135,156147,2.222,221,0,129.991,246.962,164.974,52.815,54.347,155.686,0,58.175,155.599,0,114.469,113.151,0,25.018,87.326,0,77.863,81.033,0,199.132,1,0,1,0,49.262,32.04,36.907,26.722,6.948,9.94,100,23.293,31.771,10.8,21.5,0.022,0,619862,202193,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.593,98.27,95.983,0.029,98.727,0.009,96.412,39.005,61.198,671.296,161.024,160.952,0,0.003,0,0.017,0,0.017,0.608,28.135,156147,2.222,221,0,129.991,244.965,164.974,52.505,54.692,155.469,0,57.646,155.122,0,113.828,112.891,0,25.102,86.979,0,76.909,80.903,0,198.09,1,0,1,0,49.214,32.945,36.593,26.629,6.805,9.94,100,23.264,31.641,10.8,21.5,0.022,0,619865,202194,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.569,98.139,96.357,0.029,98.77,0.013,96.412,39.005,61.104,669.849,161.458,160.626,0,0.003,0,0.017,0,0.015,0.203,28.135,156147,2.222,219,0,128.993,242.969,163.976,52.773,54.792,155.252,0,58.123,154.688,0,113.055,112.326,0,24.949,86.892,0,76.921,80.729,0,197.222,1,0,1,0,49.65,31.926,36.434,26.61,7.012,9.94,100,23.22,31.641,10.8,21.5,0.022,0,619868,202194,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.602,27.569,98.164,96.332,0.029,98.626,0.009,96.412,38.958,61.104,671.296,161.314,161.06,0,0.003,0,0.017,0,0.017,0.434,28.135,156147,2.222,217,0,128.993,241.97,162.977,52.646,54.474,154.991,0,57.573,154.167,0,114.251,112.023,0,24.825,86.545,0,76.607,80.512,0,196.007,1,0,1,0,49.438,31.371,36.099,26.622,6.779,9.94,100,23.22,31.684,10.8,21.5,0.022,0,619871,202194,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.546,98.179,96.241,0.029,98.394,0.009,96.412,38.935,61.094,668.403,161.712,160.952,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,215,0,128.993,239.974,161.979,52.421,54.338,154.774,0,57.734,153.689,0,113.84,111.632,0,24.909,86.285,0,76.872,80.382,0,194.965,1,0,1,0,49.608,31.576,36.043,26.703,6.792,9.94,100,23.192,31.641,10.8,21.4,0.022,0,619875,202195,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,27.546,98.265,96.116,0.029,98.206,0.009,96.412,38.935,61.281,669.849,161.277,160.916,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,215,0,127.995,237.977,160.981,52.801,54.02,154.47,0,57.426,153.342,0,114.336,111.372,0,25.098,86.024,0,76.969,80.208,0,193.924,1,0,1,0,49.347,31.273,36.336,26.66,6.877,9.94,100,23.192,31.554,10.8,21.4,0.022,0,619878,202195,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,27.546,98.184,96.357,0.029,98.119,0.013,96.412,38.912,61.177,668.403,161.169,161.205,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,212,0,127.995,235.981,159.983,52.618,54.074,154.253,0,58.505,152.734,0,114.783,110.894,0,24.902,85.807,0,76.486,80.035,0,192.882,1,0,1,0,49.656,31.371,37.313,26.76,6.714,9.94,100,23.192,31.554,10.8,21.4,0.022,0,619881,202196,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.246,27.546,98.26,96.366,0.029,98.105,0.009,96.398,38.912,61.135,669.849,161.458,161.205,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,210,0,127.995,233.984,159.983,52.618,54.447,154.036,0,58.212,152.257,0,114.058,110.417,0,24.945,85.59,0,76.909,79.861,0,191.493,1,0,1,0,50.02,31.875,37.653,26.654,6.673,9.94,100,23.192,31.554,10.8,21.4,0.022,0,619884,202196,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.523,98.326,96.599,0.029,98.076,0.013,96.412,38.866,61.094,671.296,161.603,160.699,0,0.003,0,0.015,0,0.015,0.347,28.135,156147,2.222,208,0,126.997,232.986,158.984,52.97,54.093,153.776,0,58.366,151.866,0,115.714,109.983,0,25.117,85.286,0,77.307,79.644,0,190.799,1,0,1,0,49.25,32.271,36.609,26.691,6.929,9.94,100,23.192,31.554,10.8,21.4,0.022,0,619887,202197,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.523,98.432,96.557,0.029,98.163,0.009,96.412,38.843,61.26,669.849,161.422,161.169,0,0.003,0,0.017,0,0.017,0.55,28.135,156147,2.222,208,0,126.997,230.99,157.986,52.914,54.51,153.516,0,58.336,151.389,0,115.085,109.679,0,24.876,85.113,0,76.691,79.514,0,189.757,1,0,1,0,49.838,31.895,37.118,26.541,6.879,9.94,100,23.163,31.554,10.8,21.4,0.022,0,619891,202197,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.523,98.417,96.466,0.029,98.148,0.009,96.398,38.796,61.083,668.403,161.422,160.916,0,0.003,0,0.015,0,0.017,0.174,28.135,156147,2.222,206,0,126.997,229.991,157.986,52.844,54.202,153.212,0,57.962,150.911,0,113.224,109.288,0,25.029,84.852,0,77.38,79.34,0,188.889,1,0,1,0,49.729,31.901,36.336,26.647,6.915,9.94,100,23.163,31.771,10.9,21.4,0.022,0,619894,202198,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.523,98.478,96.599,0.029,98.148,0.009,96.398,38.796,61.188,668.403,161.205,161.024,0,0.003,0,0.015,0,0.015,0.318,28.135,156147,2.222,206,0,125.998,227.995,156.988,52.928,54.338,152.951,0,58.358,150.521,0,112.438,108.898,0,24.971,84.592,0,76.848,79.21,0,187.674,1,0,1,0,49.983,31.916,35.698,26.678,6.85,9.94,100,23.163,31.51,10.9,21.4,0.022,0,619897,202198,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,27.523,98.255,96.682,0.029,98.163,0.009,96.398,38.75,61.188,668.403,161.133,161.06,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,203,0,125.998,225.998,155.99,52.942,54.529,152.691,0,58.483,150.13,0,114.94,108.681,0,25.124,84.418,0,76.582,79.036,0,186.806,1,0,1,0,50.08,32.06,35.641,26.772,6.664,9.94,100,23.148,31.51,10.9,21.3,0.022,0,619900,202198,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,27.5,98.367,96.698,0.029,98.134,0.009,96.398,38.727,61.219,666.956,161.314,161.097,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,201,0,125.998,225,154.991,52.956,54.383,152.431,0,58.461,149.653,0,113.309,108.247,0,25.146,84.201,0,76.764,78.863,0,185.938,1,0,1,0,49.359,32.652,36.464,26.766,6.802,9.94,100,23.134,31.51,10.9,21.3,0.022,0,619903,202199,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.5,98.372,96.698,0.029,98.148,0.009,96.412,38.704,61.208,665.509,161.133,160.843,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,201,0,125,222.96,154.991,52.688,54.828,152.17,0,58.498,149.132,0,115.593,107.856,0,24.916,83.984,0,76.86,78.733,0,185.069,1,0,1,0,50.002,32.122,37.01,26.685,6.768,9.94,100,23.105,31.424,10.9,21.3,0.022,0,619907,202199,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,27.5,98.443,96.84,0.029,98.119,0.009,96.398,38.657,61.188,665.509,161.314,160.771,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,199,0,125,221.962,153.993,52.773,54.592,151.91,0,58.087,148.741,0,114.723,107.552,0,25.117,83.767,0,76.921,78.559,0,184.028,1,0,1,0,49.789,31.299,37.483,26.535,6.739,9.94,100,23.076,31.293,10.9,21.3,0.022,0,619910,202200,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,27.477,98.468,96.723,0.029,98.119,0.009,96.398,38.657,61.094,664.062,161.458,160.952,0,0.003,0,0.015,0,0.017,0.318,28.135,156147,2.222,197,0,125,219.965,152.995,52.717,54.483,151.649,0,57.925,148.307,0,115.593,107.118,0,25.033,83.55,0,77.005,78.385,0,183.333,1,0,1,0,49.698,31.983,36.305,26.703,6.793,9.94,100,23.047,31.554,10.9,21.3,0,0,619913,202200,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.477,98.458,96.823,0.029,98.148,0.009,96.412,38.657,61.198,665.509,161.35,160.916,0,0.003,0,0.017,0,0.015,0.55,28.135,156147,2.222,197,0,123.958,218.967,151.997,53.464,55.028,151.345,0,58.535,147.873,0,115.834,106.814,0,25.171,83.333,0,77.283,78.255,0,182.292,1,0,1,0,49.729,31.741,37.231,26.654,6.829,9.94,100,23.047,31.424,10.9,21.3,0.022,0,619916,202201,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.602,27.454,98.458,96.707,0.029,98.061,0.009,96.398,38.634,61.125,664.062,161.603,161.06,0,0.003,0,0.015,0,0.015,0.174,28.135,156147,2.222,195,0,123.958,216.97,151.997,53.097,54.701,151.085,0,58.88,147.352,0,113.973,106.424,0,25.095,83.073,0,77.15,78.125,0,181.424,1,0,1,0,49.329,32.595,37.005,26.697,6.727,9.94,100,23.032,31.424,10.9,21.3,0.022,0,619920,202201,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.454,98.539,96.757,0.029,98.134,0.013,96.398,38.611,60.938,662.616,161.277,160.88,0,0.003,0,0.017,0,0.015,0.318,28.135,156147,2.222,195,0,123.958,215.972,150.998,52.886,54.819,150.825,0,58.432,146.962,0,115.121,106.033,0,25.259,82.812,0,77.005,77.951,0,180.382,1,0,1,0,49.286,31.803,36.706,26.722,6.866,9.94,100,23.003,31.38,11,21.3,0.022,0,619923,202201,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.78,27.454,98.605,96.723,0.029,98.105,0.009,96.398,38.565,61.354,662.616,161.567,160.988,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,192,0,123.958,214.974,150,52.858,55.019,150.608,0,58.623,146.528,0,114.819,105.642,0,25.113,82.552,0,77.054,77.865,0,179.514,1,0,1,0,49.547,33.002,36.094,26.797,6.905,9.94,100,23.018,31.38,11,21.3,0.022,0,619926,202202,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.431,98.6,96.782,0.029,98.192,0.009,96.398,38.542,61.104,664.062,161.386,160.916,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,192,0,122.96,212.977,150,53.027,54.955,150.304,0,59.372,146.181,0,114.952,105.339,0,25.222,82.292,0,77.356,77.648,0,178.472,1,0,1,0,49.68,32.621,36.254,26.548,6.961,9.94,100,22.989,31.25,11,21.2,0.022,0,619929,202202,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,27.431,98.686,96.89,0.029,98.177,0.009,96.398,38.519,61.156,662.616,161.35,160.88,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,190,0,122.96,211.979,148.958,52.773,55.164,150.087,0,58.344,145.66,0,113.26,104.948,0,25.168,82.118,0,77.634,77.474,0,177.604,1,0,1,0,49.147,33.398,36.526,26.647,6.752,9.94,100,22.989,31.293,11,21.2,0.022,0,619932,202203,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.364,27.431,98.513,96.757,0.029,98.09,0.009,96.398,38.495,61.156,661.169,161.386,161.024,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,190,0,121.962,209.983,147.96,52.914,55.228,149.87,0,59.335,145.095,0,116.463,104.644,0,25.252,82.031,0,77.271,77.344,0,176.736,1,0,1,0,49.311,31.854,34.9,26.76,6.873,9.94,100,22.975,31.25,11,21.2,0.022,0,619936,202203,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.246,27.407,98.306,96.798,0.029,98.119,0.009,96.398,38.495,61.125,661.169,161.169,161.024,0,0.003,0,0.015,0,0.015,0.289,28.135,156147,2.222,188,0,121.962,208.984,147.96,52.928,55.146,149.609,0,58.483,144.748,0,114.372,104.167,0,25.266,81.771,0,77.718,77.214,0,175.868,1,0,1,0,49.638,31.088,36.753,26.678,6.764,9.94,100,22.975,31.207,11,21.2,0.022,0,619939,202204,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,27.407,98.275,96.632,0.029,98.119,0.009,96.398,38.472,61.073,659.722,161.495,160.952,0,0.003,0,0.017,0,0.015,0.521,28.135,156147,2.222,186,0,121.962,207.986,146.962,52.956,55.228,149.392,0,58.542,144.401,0,114.396,103.95,0,25.386,81.467,0,77.489,77.083,0,175,1,0,1,0,49.408,31.659,35.724,26.616,6.853,9.94,100,22.975,31.163,11,21.2,0.022,0,619942,202204,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.602,27.384,98.255,96.532,0.029,98.163,0.013,96.398,38.449,61.083,661.169,161.169,160.843,0,0.003,0,0.015,0,0.017,0.174,28.135,156147,2.222,186,0,121.962,205.99,146.962,52.9,54.828,149.089,0,58.814,143.88,0,116.813,103.602,0,25.364,81.25,0,77.573,76.953,0,174.132,1,0,1,0,49.323,32.868,36.994,26.803,6.807,9.94,100,22.975,31.12,11,21.2,0.022,0,619945,202205,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,27.384,98.21,96.482,0.029,98.163,0.009,96.398,38.426,61.177,659.722,161.458,161.097,0,0.003,0,0.017,0,0.017,0.318,28.135,156147,2.222,186,0,120.964,204.991,145.964,52.858,55.273,148.872,0,59.137,143.49,0,114.892,103.212,0,25.288,81.076,0,77.392,76.78,0,173.264,1,0,1,0,49.638,33.655,37.715,26.572,6.801,9.94,100,22.975,31.12,11,21.2,0.022,0,619949,202205,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.542,27.384,98.22,96.041,0.029,98.249,0.009,96.398,38.403,61.229,658.276,161.06,160.916,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,183,0,120.964,203.993,144.965,53.224,55.355,148.568,0,59.107,143.099,0,116.04,102.995,0,25.459,80.903,0,77.658,76.649,0,172.569,1,0,1,0,49.82,32.451,34.695,26.678,6.748,9.94,100,22.989,31.207,11,21.1,0.022,0,619952,202205,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.384,98.037,96.05,0.029,98.336,0.009,96.383,38.38,61.094,659.722,161.495,160.843,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,183,0,120.964,202.995,144.965,53.21,54.91,148.351,0,59.21,142.578,0,115.375,102.691,0,25.299,80.729,0,77.706,76.476,0,171.701,1,0,1,0,49.844,31.968,35.533,26.803,6.807,9.94,100,22.975,31.163,11,21.1,0.022,0,619955,202206,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.361,98.164,96.158,0.029,98.452,0.009,96.398,38.356,61.188,658.276,161.277,160.88,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,181,0,120.964,201.997,143.967,53.281,55.282,148.09,0,58.623,142.188,0,117.889,102.344,0,25.386,80.512,0,77.38,76.389,0,170.833,1,0,1,0,48.795,32.6,36.856,26.859,6.959,9.94,100,23.003,31.033,11,21.1,0.022,0,619958,202206,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.384,98.22,96.324,0.029,98.553,0.009,96.398,38.333,61.135,656.829,161.314,160.843,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,181,0,119.965,200,143.967,53.168,54.919,147.83,0,59.519,141.753,0,113.877,101.91,0,25.415,80.382,0,77.525,76.215,0,170.312,1,0,1,0,50.044,32.791,35.127,26.622,6.746,9.94,100,23.032,31.076,11,21.1,0.022,0,619962,202207,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.338,98.21,96.183,0.029,98.669,0.009,96.398,38.333,61.188,656.829,161.386,161.097,0,0.003,0,0.015,0,0.017,0.289,28.135,156147,2.222,179,0,119.965,198.958,142.969,53.027,55.228,147.613,0,59.291,141.319,0,118.892,101.606,0,25.383,80.122,0,77.428,76.085,0,169.444,1,0,1,0,49.856,31.463,37.247,26.735,7.03,9.94,100,23.047,31.207,11.1,21.1,0.022,0,619965,202207,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.364,27.361,98.154,96.224,0.029,98.683,0.009,96.398,38.31,61.167,656.829,161.495,160.807,0,0.003,0,0.017,0,0.017,0.521,28.135,156147,2.222,179,0,119.965,197.96,141.97,53.45,55.391,147.396,0,59.643,140.929,0,117.756,101.389,0,25.485,79.948,0,77.803,75.955,0,168.75,1,0,1,0,49.723,32.822,36.624,26.691,6.721,9.94,100,23.061,31.033,11.1,21.1,0.022,0,619968,202208,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,27.361,98.255,96.374,0.029,98.452,0.009,96.383,38.264,61.302,656.829,161.314,160.952,0,0.003,0,0.015,0,0.017,0.174,28.135,156147,2.222,177,0,118.967,196.962,141.97,53.534,55.364,147.135,0,59.276,140.451,0,115.013,101.172,0,25.412,79.688,0,78.226,75.738,0,167.882,1,0,1,0,49.705,31.299,37.427,26.554,6.715,9.94,100,23.076,31.12,11.1,21.1,0.022,0,619971,202208,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.361,98.25,96.299,0.029,98.264,0.009,96.398,38.264,61.135,656.829,161.531,161.205,0,0.003,0,0.017,0,0.017,0.289,28.135,156147,2.222,177,0,118.967,195.964,140.972,53.52,55.419,146.918,0,59.21,140.104,0,116.837,100.738,0,25.292,79.557,0,77.477,75.608,0,167.188,1,0,1,0,49.656,33.593,36.228,26.71,6.944,9.94,100,23.047,30.99,11.1,21.1,0.022,0,619974,202208,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,27.315,98.275,96.416,0.029,98.177,0.013,96.383,38.241,61.24,655.382,161.422,161.024,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,175,0,118.967,194.965,140.972,53.14,55.182,146.658,0,59.364,139.627,0,114.65,100.347,0,25.408,79.34,0,77.453,75.521,0,166.493,1,0,1,0,49.462,31.895,36.007,26.716,6.771,9.94,100,23.061,30.946,11.1,21,0.022,0,619978,202209,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.338,98.174,96.324,0.029,98.148,0.009,96.398,38.218,61.188,655.382,161.205,160.88,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,175,0,118.967,193.967,139.974,53.266,54.946,146.398,0,58.983,139.28,0,118.167,100.087,0,25.317,79.08,0,77.67,75.391,0,165.625,1,0,1,0,49.82,31.952,36.29,26.678,6.773,9.94,100,23.076,31.033,11.1,21,0.022,0,619981,202209,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,27.338,98.174,96.532,0.029,98.148,0.009,96.383,38.171,60.938,655.382,161.241,160.843,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,175,0,117.969,191.97,139.974,53.379,55.055,146.137,0,58.99,138.845,0,117.152,99.826,0,25.303,78.95,0,77.561,75.217,0,164.931,1,0,1,0,49.22,33.151,37.139,26.566,6.751,9.94,100,23.105,31.076,11.1,21,0.022,0,619984,202210,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.315,98.346,96.324,0.029,98.047,0.013,96.398,38.171,61.24,655.382,161.603,160.59,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,172,0,117.969,190.972,138.976,53.52,55.709,145.877,0,59.306,138.455,0,117.502,99.566,0,25.171,78.689,0,77.706,75.087,0,164.062,1,0,1,0,49.474,32.163,36.742,26.784,6.83,9.94,100,23.105,31.207,11.1,21,0.022,0,619988,202210,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.315,98.25,96.299,0.029,98.192,0.009,96.398,38.148,61.198,653.935,161.35,161.06,0,0.003,0,0.017,0,0.017,0.289,28.135,156147,2.222,172,0,117.969,189.974,138.976,52.942,55.409,145.616,0,59.46,138.064,0,116.704,99.219,0,25.364,78.602,0,63.361,74.913,0,163.542,1,0,1,0,49.644,31.875,36.233,26.772,6.737,9.94,100,23.119,30.946,11.1,21,0.022,0,619991,202211,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,27.315,98.367,96.532,0.029,98.134,0.009,96.398,38.125,61.135,652.488,161.458,161.205,0,0.003,0,0.017,0,0.015,0.463,28.135,156147,2.222,170,0,116.97,188.976,137.977,53.196,55.21,145.182,0,59.959,137.804,0,117.708,98.958,0,25.324,78.342,0,42.769,74.392,0,162.5,1,0,1,0,49.953,33.233,37.334,26.703,6.935,9.94,100,23.134,30.99,11.2,21,0.022,0,619994,202211,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
